comentario,valor
"2 swimming pools, life guard, good location to get to local.... Noise. We were close to reception and most people had to pass our residence to access theirs. It kept waking ourselves and our small children up. Not many reception staff spoke English.",Bad
"5 estrellas jajaja una broma.... Ni 3. The lies. Don t promise 5 star hotel when the place is a old,scruffy forgotten 3 star...",Bad
A big disappointment. Bad experience with the restaurant staff.,Bad
"A big disappointment!. It was a bad experience and big disappointment for us. Reception staff very unfriendly and unwelcoming . The apartment door was noisy and difficult to open specially for old people. It wasn't safe, a drunk guy was sleeping just behind our apartment door and there was nobody in reception to inform about it. We booked from 1 to 9 of July but we found another place and we left the apartment after 2 days.",Bad
A good holiday not spoilt by poor accommodation.. Room was shabby. There was a lack of electrical points in the kitchen part. 2 electrical points were hanging loose.,Bad
"A lady in the reception - friendly and nice.. Crowded restaurant, military canteen style. Insipid food. Views on the block of flats area of EasternEuropean post-Soviet charm. A long walk to the beach or any other interesting place. No parking with high traffic streets around - when you find a place, better keep it for all your stay. Street noises. Motorway noises. Room noises. If unlucky, plenty of stairs to climb every time you want to come back from anywhere. Complicated geography. The pool was empty because of cold water, but I believe hot summers  will change into the soup with noodles.",Bad
A total disaster not enjoyable hotel rooms poorly located front section area beautiful. Gotel room not fit for purpose would never book a h 10 hotel again,Bad
A very disappointing holiday. No hot water had to wait half hour for water to heat up after one shower. Wanted to print boarding passes for to go home they would not do it. Not a great place for children most of the time it was allolder people it was very isolated would not recommend it for anyone some apartments had hot tubs had asked for one didn't get very disheartening to see some apartments having one if I had seen review about it it been a timeshare apt I would never have booked it so anyone reading this my advice is run a waste of good money,Bad
"absolute let down and spent 24 hours of a 4 day break here just trying to resolve problems. do not stay or book at this hotel we stayed their on 18th Nov 2016. The spa and wellness suites are not open the gym is not even built or starting to be built. The Bar is not stocked or manned, there is no restaurant menu or lunch menu. Taxis will not take you to the hotel as they do not know where it is, it is not exclusively Gay as advertised and they sell the rooms to just anyone the doors are wide open to the street so anyone can just walk in, disappointed to have to write this review after complaining to the hotel and booking.com, but I see that booking.com are still allowing the hotel to market all the facilities despite photos that evidence everything above, I sincerely don't want anyone to feel so let down as we did. Called and spoke to booking.com today 30/11/2016 to express concerns that hey are still allowing the hotel to market services or facilities that are not actually available.",Bad
All inclusive was terrible.. All inclusive was terrible. Sorry.,Bad
An apartment owner is a cheat. I will contact the police. The owner blame me that I didnt leave the. I will write a complain later.,Bad
"Antz and fairly old rooms. Antz in batroom, no kettle or frigde in room.. Old rooms",Bad
"Apart from location nothing else to recommend. No Air Con,our room at ground floor unbearably hot.Staff very unhelpful.",Bad
"As a 52 year old I had very little in common with the young.... As a 52 year old I had very little in common with the young Spanish people who were staying there and felt like a fish out of water, but if your young and into the ' Surf 'scene, like living in very cramped conditions then this is a cheap way of doing it",Bad
"As in Maspalomas in this time were very high prices this.... Bathroom sharing facilities very poor condition,broken furniture in
the room..
",Bad
"asked for upper floor got ground,patio door
. asked for upper floor got ground,patio door
would not lock security nightmare (groundfloor).food dissapointing.no sparkling water,no sparkling wine prossecco etc.",Bad
Australia Appts. Next appartment Europa had a man protesting every day from 8 in morning till 8 at night with a loud speaker so couldn't use pool or have a siesta,Bad
"Avoid. I have previously given this hotel good reviews but can no longer recommend it. The noise from the adjoining nightclub was unbelievably loud, rising to a crescendo at 4am and continuing until 5am. I could not sleep even with ear plugs, and was moved to a small room in the centre of the hotel where amazingly the music could still be heard. This room had insects crawling all over the bathroom. To top it off, the restaurant tablecloths and chairs got dirtier every day, do they ever clean them?",Bad
Avoid at all cost. Only good thing about this hotel is location,Bad
"Avoid at all costs.. The room reeked strongly of tobacco it was like passive smoking,
The most miserable staff on reception.
Thank God we were only there one night.",Bad
"awful. the food was awful and even though we were all inclusive we ended up eating out at the local restaurants. we got fed up of chips and slimey rubber meat. there is not enough choice and no flavours. the staff in the bar and restaurant were rude to us on more than one occasion. not wanting to be helpful but then we saw them being really pally with the locals! we complained to the manager as not only was the WiFi, card machines, cigarrette machine, pool tables and vending machines not working, but as a couple in our twenties we were told at 9pm we couldn't play ping pong as it was ""too late"" even though we played it at 11pm the night before ! we also asked for more clean towels as they weren't changed over 3 days and we were told we would have to wait until the next day for cleaning to change them ! all inclusive was a huge let down and simple things like cheeseburgers u have to pay for in the day!!! u have to go in the restaurant at set times or u go hungry basically. we did not meet another person there that was genuinely pleased with the place. we heard lots of others sounding disappointed. after complaining to the manager we got given a tablet with WiFi connectivity for the rest of te holiday but that and the towels were the only problems that got addressed. we spent most of our days away from alborada as every day there was some let down about something not working or someone being snappy with us. our room was supposed to be a deluxe double but we got two single beds pushed together with a measly blanket. you do not get treated with any hospitality instead ur made to feel like your asking too much. the restaurants nearby said they get people coming from alborada all the time as the food is so bad and most people agreed and knew with what we were saying about the place!",Bad
"Bad choice. I dont know where they get elegance from, the hotel has not been updated since I was last there, 36 years ago! Paint and wallpaper peeling off, pillows were probably 36 years old as well, large old TV's, only 1 working socket, bacon under cooked, not enough toasters, paper table cloths, everything done on the cheap with absolutly no maintance. I dont know how they can claim 4 stars, more like 1.",Bad
"BAD MANAGEMENT. Management was micro managing staff but wasn't available to give them authorization.  They had no idea that I was coming.
I requested early check in and Booking.com said that they contacted the property but never heard any more. There was no buzzer on the gate. I got in when someone exited.  I told staff that I had a reservation and the response was, ""How did you get in here?""  He told me I had to wait until 2 (kept repeating that even though I saw 3 of the 7 units leave by 11:30).  I had to wait for about 3-4 hours and they wouldn't let me use a bathroom.  The staff tried to reach the manager during that time.  I had to leave to find a public bathroom. No buzzer on gate. Had to make international calls to get someone to open the gate after hanging up on me 2 times. Maids must have used dirty water to mop.  I bought paper towel and cleaned the floor.  The towel turned brown with one swipe.  An old man appeared several times during my week's stay (I assumed that he was the manager).  For most of the week, there was only 1 other unit occupied.  The manager (if he was the manager) never acknowledged me nor apologized for the non-hospitable check in.
The place is supposedly new and the room safes were not ready even though I was promised that it would be.  There was a small cheap chest with drawers about 6-8 inches deep. Couldn't use the top drawer  because the safe hung over it from the top of the unit.
There was no place to put stuff except on the coffee table or floor. The yard was covered with plastic grass with the seams visible.  I sat at the pool a couple day and never saw the staff after the breakfast so I'm not sure what their function was.  There were no amenities or attempts to even pretend that they were going to show hospitality.",Bad
"bad value for money. Apartament  very old , broken door to the balcony, broken front door, very old and no fresh fridge, very weak light throughout the apartment,very small old TV, no program,a destroyed bathroom, bathtub battered, broken light,the pictures look much better than reality.",Bad
"Bar and restaurant staff great, cleaners good on 11th.... Sorry have included above",Bad
"bar close at 6,hills,not much to do,. bar close at 6,hills,not much to do,",Bad
Basic. Owen in the bar,Bad
"Basic over priced. Lots of little black bugs in bedding, everywhere that resort is having problems with.",Bad
"Basic, no frills.. Access gate closed often,had to walk further to enter and exit. One change of towels and cleaner visit only.",Bad
"Bathroom wasn't cleaned properly, they sold a 7.. Bathroom wasn't cleaned properly, they sold a 7.- eur 24/h wifi
woucher which was useless in the 8th floor. I asked for late check out
for about half of hour and they charged 26.- euros extra for that.
Despite the fact that I phoned to the reception and asked for how long
it is possible for free (at first they said that for 1.5h it is for
free) Juices for breakfast taste like sweet syrup.
",Bad
"Bathrooms are really bad, broken doors and quite smalls.... Bathrooms are really bad, broken doors and quite smalls toilettes gives it a prison aspect! Better pay a bit more for a good place.",Bad
"Be careful what you book. The cost of everything,  having to rent everything, no air con, no fan in the bedroom",Bad
"Beach is good water sports ,  bars food and drink good. There was left over ham in the fridge when we arrived , shower was not attached to the wall had broke off ,, two single beds which was ok as I was with my daughter but mine collapsed twice in the night ,, it had legs on that kept falling under the bed ,, no I'm not too fat ,, 62 kg so should be able to hold that weight , I told reception on the way out not sure they understood but they never apologised ,, when I went to tell them about food in the fridge and the shower when I arrived there was no one at reception ,, I thought it's ok it's just for one night , but bed collapsing and no sleep I wasn't happy !",Bad
"Beatiful views over the mountains.. This review is not for the Atlantic Sun Beach since I was kindly asked to stay at THE SEVEN HOTEL & WELLNESS instead due to renovations. This place is according to me punching way above its weight. Imagine someone who have never skied before who purchase the most expensive skiequipment and the fanciest skidress heading for the French alps. The fancy surface will soon be revealed in the slopes.. 
E.g. it doesn't matter how fine porcelain you put on the table if the service and the food is really poor. 
The atmosphere over the whole place is rather dead and impersonal which includes the interior in the bungalows.
I though hope the place will find its character in due time since someone invested a lot of money in this project.",Bad
Beautiful view.. Dirty rooms. Old furniture.,Bad
Bed matrasses need replacement.. Bed matrasses need replacement. very uncomfortable. Food was awful.,Bad
Beds was comfy. Variety of food - no free wifi -cleanses of rooms - no gym - but ok for three star,Bad
"Below average hotel in need of serious update. The staff spoke barely any English and so any queries we had were never understood and we were left none the wiser. The hotel in general is extremely dated, our bathroom had cracked tiles, mould along the edge of the bath, and the shower fitting had broken so we had to hold the shower ourselves and attempt to not flood the bathroom. Be aware - what they advertise as a double room is actually a twin room - it took us about 45 mins to explain that we wanted a double bed and not two single ones! Eventually we changed rooms to find the dirty damaged bathroom and a double bed with sheets that didn't cover the whole of the bed. With the difficulty of changing rooms, we decided we couldn't be bothered with the whole charade again and made do. 
I would only recommend this hotel if you needed a Base and weren't intending on spending a lot of time here.",Bad
"Best for 70 years and older!!. All, staff, food, cleanes, noise, smell...",Bad
"Big old hotel, need refurnishing, not worth the money spent. property is quite old, need refurnishing.
Very bad beds and rooms from mid 70s.
Not at all worth the money you spend",Bad
"breakfast was ok, but not more.. - rude, unhelpful personnel (mostly the men)
- poor interior (nothing done in the rooms probably since the opening for like 40 years ago)
- noisy neighborhood
- awful smell in the room some days (toilet)
- TV, Phone not working in the room, (the TV they fixed after 5 days)
- one of the beds sounded (and felt) as it was 300 years old
Definitely not worth more than 4.5.
European standard 2 stars perhaps.",Bad
Breakfest. No windows in room. No fresh air. Not very clean,Bad
"Budget place. No free WIFI and TV
Quite basic breakfast,same selection every day. 
Not very relaxing pool area and really ugly rooms. Budget place so I didn't have expectations but overall I'm disappointed.",Bad
"Can not in the 21st century, to deny one of the main.... Can not in the 21st century, to deny one of the main hot-water heat, internet and expect high score!
How can an apartment for four adults, with two bedrooms have a 40-liter tank ???? To wait after beach 3-4 hours to bathe for a minute?
And the greatest mockery is the bath ... How to fill it?
So much you cost 2 router for 40 euros to have internet on both floors?
The rooms are cold, with hard work gave us the radiators.
Only joyful event in the hotel is the boy from Madeira at the reception! Educated and helpful! Did not catch his name, do not have the names to know with whom we communicate!",Bad
"Cheap but not great if just there for weather will do the job. Paying extra for everything wifi remote control(get deposit back )
Had requested late check out twice before trip not available 
Reception staff could be better 
Lots of steps not good for the elderly very spread out,cockroaches ants prob just weather pillows awful could be good if more invested stayed over the years standard gone down",Bad
Cheap n chearful.. nan,Bad
Cheap place to sleep only. Sheets and towels were dirty. No kitchen. Creepy showers. Hostel is just for sleeping.,Bad
"Cheap place to stay over new year but would not return in a hurry!. Bad location. Very steep hill to get to the hotel, then once in the hotel, very steep hill to get to & from pool. Very very hard beds, was like sleeping on the floor. Ants in the bathroom. Only changed towels once in 5 nights. No hair dryer. Safe had to be paid for which we didn't know until checking out. Staff were very unfriendly, & abrupt, no help at all. Young girl on reception filing nails uninterested in any guests queries. Free wifi in reception just didn't work at all - terrible!",Bad
"clean but not good value no late check out options storage.. The road was quite noisy with a tourist road train that turns up outside every hour or so.
Leaving the engine running. The apartment has seen better days with broken door handles a very stiff sliding door. Beds from 70s.",Bad
"Close to airport.. This building needs condemning. The whole resort reminded me of Butlins
in the1960's before modernisation. It is equivalent to uk One Star,
has to be seen to believe.
",Bad
Close to beach. Playa del Ingles! Hotel tired. Needs remodelling. New bathrooms. Redecoration. Noise from lorries cleaning the roads very early morning. Bin lorries early in morning. Poorly equipped kitchenette.,Bad
Cockroach in the room. Staff is super rude and weird.. Stuff wasn't acting polite. Seeing two cockroaches the moment i entered the room was not a good beginning.,Bad
"Cockroach Infested Hotel. The cockroach infestation and the manor in which the staff as well as booking.com dealt with the situation. We understand that such situations are unavoidable however we do not think that telling someone to sleep outside is a reasonable response to dealing with the situation. As well as this, the hotel staff went home at 8pm in the evening knowing the full scale of the situation. Very disappointing.",Bad
"Dealt with it for 3 days, wouldn't book again. It's like a series of Shameless filmed in a hotel.. The pictures are nothing like the rooms",Bad
"Decent location, close to beach, shops, restaurants.. Shower runs out of hot water after 5 minutes!!!!!!
Beds are noisy. Kettle takes forever to boil water. Coffee machine broke down (we fixed it ourselves).
Too expensive for what you get.",Bad
"Depressing, not recommendable. Ceiling covered in yellow water stains. 
Mattress like a thin cover over the springs.
No soap in the toilet.
Drunk men loitering in the hostel entrance, harrasing people.
The room was not just simple, but ugly.
I have stayed in many low cost hostels, but this was bad. I fled into a hotel after 3 days.",Bad
Described as a 'superior apartment' and I would have to wonder why........... There were no toiletries (1 small soap) between three people and toilet rolls were scarce. No bed cover for sofa bed.,Bad
Dirty and Decadent Chinese Hostel. Very dirty and crap Chinese Hostel. No wi-fi in the bedrooms. Just in the entrance of the Hostel.,Bad
"Disappointed. Plastic cups/ glasses in the evening bar. No waiter service in bar.
Small ants everywhere.
Pool loud and not many apartments around the pool.
No sunbeds for the apartments.",Bad
"Disappointed stay. Very unhelpful and rude recceptionists
Very noisy hotel due to deliveries etc on rooms facing Tony Aromas 
Uncomfortable beds
No clean towels when asked for
Everything seemed to much of a bother
Given the incorrect email  address to print boarding passes",Bad
"Disappointed you expect a gay advertised accom to be clean. No cleaning of apartment apart from bins being emptied.
Large cockroaches had to be killed
Key to front gate kept catching and took ages often to open
We had to ask for towel change
Sun loungers where extremely dirty",Bad
Disappointing. Not enough security in hotel. Breakfast was in a room with no windows and full of flies. Very overpriced.,Bad
"Disappointingly Poor / Overpriced. Cleanliness. STRONG smell of cigarettes in bungalow. Flies in restaurant area, food buffet(dinner) very basic and meats overcooked,expensive soft drinks served of poor quality, restaurant staff a bit 'abrupt' when asked questions.
Having to wait sometimes for 5 minutes just to collect or drop bungalow keys or ask for a taxi (not being noticed by reception staff). Weak WiFi signal in most areas.",Bad
disarster. the hole holiday was a complete disarster from start to finish what i asked for did not get requested sea view never got this when we arrived changed rooms four times staff on reception rude i could go on and on but just want to forget about it will never go back ther again,Bad
Disgusting. Nothing at all,Bad
"Dissapointing. apartment was of s poor standard, had to move apartments due to the poor standard of the first one, second one was not much better, no TV availble, bathroom was continualys leaking eater from the bath, constsant noise from building works during our stay,overall a dissapointment and not what was expected for the cost.",Bad
Dissapointing visit. no facilities were available as building work still being carried out and had an empty swimming pool and no relaxing area throughout my stay. No compensation offered although I only asked for a very small amount of around 40euros for a meal voucher to the restaurant just across the road.,Bad
"Отличный шведский стол на завтрак.. Нас встретили бокалом шампанского...на этом положительные эмоции закончились. Отель достаточно под уставший, с частичным ремонтом то здесь, то там, старая ванная, потрепанные полотенца, нет чайника и кофе набора в комнате, нет интернета, только в лобби и то с трудом. Отсутствие русского телевидения - признак russians not welcome!Собственного пляжа нет, только бассейн. При том, что цена комнат достаточно высока лежаки на террасе платные?!  Наше пребывание заканчивалось в 5 утра и мы, естественно не успевали на завтрак, который стоит, на минуточку 30 евро, я предложила менеджеру отеля поменять его на обед эквивалентной суммы. На что мне в резкой форме было отказано, мол в правила отеля это не входит и вот уже 30 лет их никто не менял и для нас этого делать не будет. Зато был предложен сухой паек в виде набора булочек и пачки йогурта, что совсем не соответствовало объявленной стоимости. Но, видимо соответствовало интересам отеля. 
Вывод: отель не стоит заявленным звездам и цене!
The worst hotel ever I met! Old and small room, old bathroom, no kettle and tea set, no Internet at the room, just at the lobby. Chargeable sunbed at Lounge terrace! The breakfast that we couldn't use (30 euro) hotel manager rudely refused to exchanged for an equivalent price lunch. The client's interest is not in the interests of the hotel! The price and the service does not match the quality!",Bad
"do not go here!!!. this was a terrible place to stay. it was dated, only enough hot water for one shower, (there was 4 of us there. my pregnant wife, 2 young kids and myself) water running down the bathroom wall from above the ceiling, the sofa bed my kids slept on was falling to pieces. we weren't given keys for the front door or pool,     the room key had been snapped and taped together.",Bad
"Do not stay here. Very noisey due to a major problem resident in next apartment block 
There is a political activist in next block broadcasting a political speach on full volume from his balcony continuously from morning to night we could not use our balcony or the pool or even have apartment windows open it drove us mad
Do not stay here 
The management have known about problem for 12 months but do not inform guests",Bad
Do not stay here.. The rooms are very basic and unclean.There was not even a kettle in my room.,Bad
don't bother. The food and the staff were all miserable,Bad
"Don't bother. There are much better places for the same money.. Food, cleanliness,cockroaches, smell of sewerage",Bad
"Don't go on this Hotel and special not to Las Galetas! Go to Los Cristianos, Las Americas or Adeje!. I didn't like the way how they did the pictures from website. The pictures are different than reality. By the photos hotel looks like a cool place but in reality looks like a 1990 hotel stantards full up with old couples, not a problem with old couples but we didn't enjoyed. I didn't like the way how the people staring on my tattooss :))",Bad
Don't stay in this apartment. The complex is ok but a bed without pillows holes in towel. Filthy bar. No pillows,Bad
DONT GO HERE WORST PLACE I HAVE EVER STAYED LASTED 12 HOURS THEN CHECKED OUT. BEDS VERY BAD CHEAP BEDDING FULL OFF HOLES AND CIGERETTE BURNS THIN PILLOWS IN LARGE PILLOW CASES A NET FOR A MATTRESS PROTECTOR NOT PROTECTED ANYONES BODY FLUIDS COULD BE ON THE MATTRESS.HARD CHEAP TOWELS NO GOOD TV EVERY CHANNEL FOR EVERY LANGAUGE EXCEPT ENGLISH.LIFTS KEEP GETTING STUCK EVEN WHEN LADY WAS TAKING US UP IT GOT STUCK. SETTEE IN ROOM HOLES WHITE STAINS AND DIPPED IN THE MIDDLE VERY BAD AND UNCOMFORTABLE.,Bad
Dreadful. Because having to make all the phone call to get into my apartment,Bad
"enjoyed, my stay, very friendly hotel, great location, clean, very good staff.. nan",Bad
"Falling apart in every sense. The Monopol is one of those places that uses old photos to advertise but the reality is tired and very unloved. Our first room smelt of sewage, had mould on the walls, the worst mattress known to man, a 'hair dryer' that was actually a hose pipe, a sink about to fall off the wall and pillows as flat as a pancake as some of it's best features. On complaining to the indifferent staff we got moved to another room, which although much better, was still dirty and full of the other guests cigarette smoke. It also had a feature in common with the first room a marble sink that could collapse at any moment!
It seems like the guests here are almost exclusively chain-smoking German OAP's. Nothing at all against the Germans but don't exactly expect a Spanish themed breakfast is all I'm saying! 
I expect this hotel gets business purely on it's location - which is great. However there are plenty of other (less mouldy and smelly) hotels with a good location that you should choose instead. My advice - AVOID",Bad
False economy. Food terrible. Some of the staff rude and unhelpful. Rooms very basic and hot water not constant. Room only cleaned every other day.,Bad
"Far away from beach
. Far away from beach
 Poor equitmented kitchen",Bad
Far to quite. Nothing to do at night and not enough places to eat out at night.,Bad
"Faulty towers. Location is awful, beds where like something from private Benjamin, rooms where tiny (1bed apt), bathroom was literally walking with mould, dozens of stray cats everywhere, chocolate and fruit in the ""supermarket"" where out of date, paid once for the breakfast buffet for what could only be described as burnt slop, air conditioning was completely ineffective. Wanted money off us for everything (iron, TV remote, wifi etc. just a really poor experience overall. Photos of this property are very misleading, obviously taken when they 1st opened and hasn't had so much as a lick of paint since . Pool and surrounds where filthy with cat excrement and dead bugs. Really can't stress enough how important it is to avoid this place.",Bad
"Food. Animators, expensive drinks, small pool, the smell in the room.",Bad
"Food poor, wi fi very poor. Food poor, wi fi very poor",Bad
"For my next stay I am gonna be looking for another hotel.... cockroaches in the room, no free internet in the room, poor cleaniness and no replenishing toiletries, tv working on coins ;) so actually below of normal hotel standards.",Bad
"free wifi
. shared tatty bathrooms
tatty room
no change of towels for whole stay
location 
dark stairs
bare facilities",Bad
"Friendly staff nice location rooms very dated and in need of makeover. Rooms were very tired and they badly needed a makeover ,main Resterant I personally didn't like very over rated , after this experience 
We ate out every night",Bad
German ? Fine ! English? Give it a wide berth!!. Staff counting how many drinks we had !,Bad
"Good location and good swimming pool garden. Extremely small balconies, uncomfortable sofa and chairs in apartment, water leakage around toilet, and who chargaes for wifi today?",Bad
"Good Location, But poor quality accomodation for the price that you pay.  Receptionist very rude. value for money was rubbish.  we also paid for 5 people to stay and only received linen for 4 , when questioned was told madam this is only a three star accomodation, surely if you have paid for 5 people to stay you should receive 5 sets of towels and linen. Receptionist was very rude.   No hairdryers either",Bad
"Good Location.... Had to pay for wifi,tv",Bad
Good looking hotel now tired with poor service. Ants in room poor service,Bad
"Great breakfasts, lots of variety although often slow.... Very disappointing rooms & noise level was terrible in the mornings in room 279 due to us being next to service rooms, restaurant & gym so clanking bottles & trolleys being rattled over the tiled floors!",Bad
"Great holiday - hotel not so. Food was terrible, pillows were like empty tea bags and beds were for midgets",Bad
"Great little complex and location. Apartment 114 rubbish!!
. Apartment 114 was owned,cleaned,maintained and managed by Russians. The
apartment was old,dirty,damaged and not maintained.Kitchen cupboards old
and water damaged cracks in the work top.light fixtures not working or
missing bulbs. Dirty,smelly bedding,cushions and covers. Shower curtain
stained and mouldy bathroom ceiling had water damage. No English tv as
advertised. No sun on the balcony at all during the day.
",Bad
"Great location but hotel needs an overhaul.. The room was dark ,cold and depressing ,no sunlight on the balcony and no view at all.Not enough storage space for clothes.The sofa bed was dirty fortunately did not need to use this.There was no fridge in the room although there was a kitchen behind louvre doors screwed together.Requested an upgrade on the room was prepared to pay but told none available for weeks ! my sister and brother in law arrived with us and their booking couldn't be found and they spent the first night at another hotel when they arrived back the next day they were offered a choice of superior room with pool or sea view .Limited choice of food and replenishment was slow and often non existent .
Bar staff seemed to think it was ok to give you anything other than what you asked for.Ended up eating and drinking out a lot.
Pool towels were available but if you wanted a clean one you had to pay 1euro for it.
On the whole staff not very helpful and the the rooms need updating none of the interior doors would close,it just looked shabby.",Bad
Great location very poor apartment. The place needs a good clean. Everything time I got something out that I had not used in the kitchen it needed washing.little ants everywhere.  When we had a shower the bathroom flooded so that floor was clean not . Bedding was old and not very fresh.  Good job it had a washer because we didn't want to use the towels till they had been washed. The pool was out of use for most of are stay .,Bad
"Great view, pleasant staff, very dated lacking facilities.. Receptionists were pleasant and professional at all times.",Bad
"Hate it, would never come back.. Room was dirty, full of ants and one day we found a cockroach on our bathroom. Room was not like described on booking, when we complained the recepcionist said that that's what you get for paying cheap. Well that was very expensive for what we got,and you don't say that for you guests! Very bad Internet connection.",Bad
"Helpful staff.. Kitchen practically not functional. Oven never worked. Kitchen furniture destroyed, bed wobbly, cockroaches everywhere. There was an old tube TV, but no remote control, and very bad quality picture. No wifi, no phone. The worst possible room facilities. The restaurant was not bad, neither was the food.",Bad
"hopefully, it was for ONE night. It was really dirty, and the welcoming not so nice. It is a very old appartment. There is stairs everywhere, and with a lugage, apartement are a bit difficult to access (limited lift)",Bad
Horrible. The rooms are not upto date and very poor conditions,Bad
"Hostel of last resort.. No atmosphere,  no wifi (it's 2015!) gloomy grubby little place, that's obviously why it was available.",Bad
Hot and Sticky. The rooms were extremely hot and there was no air-conditioning. There was one overhead fan in the bedroom and none in the living room and the staff were very unconcerned  There was a lot of noise due to building work.,Bad
"Hotel that tries to be both self-catering and all-inclusive, isn't great at either. Food was bad. Coffee - dishwater. I can't believe you charge people for drinks at dinner, even water.",Bad
housing is not an apartment but it was originally a shop and.... housing is not an apartment but it was originally a shop and you notice the entrance with a sliding door on the walkway where anyone passing can see you and especially not any windows in the rooms and even in the bathroom and the musty smell and constantIn the photos these details are not highlighted,Bad
"Huge apartment. Very noisy,Bad wi-fi connection.Quite expansive regarding the quality.",Bad
"I do not recommend Hotel Maga !!!. I do not recommend Hotel Maga! On site look great, but when you get into the room things change radically. Starting with the smell of the room, to the linen and cleaning. It smells like old furniture, linen was not freshly washed and towels were stained. The bed was uncomfortable, old and to small. We asked for a double bed, but I got room with separate bed. The breakfast was poorly!",Bad
"I honestly can not give a positive response.. Outdated hotel, nursing home, the area is like Eastbourne. nm good for children. Not for the middle class of all ages. Reminds me of 1970 package holiday the area with bed bugs. Honestly please don't go.",Bad
"I really do not know :(. It was dirty. We had to change the room, because it was cleaned badly.
You cannot reach the beach, even thou it looks close. You have to walk few kilometers",Bad
"I will never come back.. The staff did not appear when we arravided, nor when we left. My handbag was stolen inside of the area of the bungalows Las Almenas.
It was only cold water in the bungalow, until next day when we told them. It was not wine-glasses, very few plates etc.",Bad
"iberostar basic hotel. Very basic room, rooms not cleaned properly even after several complaints food average. Balcony tiny and overlooking car park. Would not stay here again",Bad
"It could have been a nice holiday, unfortunately............ I really wanted to like this place. I needed a restful, stress-free holiday. Reading the earlier reviews, I thought the hotel looked good it wasn't perfect and being new, it just needed some last minute fixing. I am not a difficult customer and a nice easy-going guy. I usually leave good reviews and I am always quite thankful for any kind of reasonable service. I say this before I start, because I think this has been my worst stay in Gran Canaria in almost 20 years. It's not as much about the quality of the complex, but more about being treated like a fool.
I left the property today and I  have to get this off my chest.
Here are just a few of the ""incidents"" that slowly got me totally fed up.
1) The ""arrival""- I arrived at a normal reasonable time-15h30. I got to the complex and I rang the bell for over 15 minutes with no answer. Outside there is a big sign that states ""call this number in case of emergency or late arrival"". I never considered calling it (first error) because I thought it didn't concern me. A guest finally arrived from the beach and let me in. He told me that there was no one there and I had better call the number. So I did. The owner answered and without an apology, he said he'll be there in 5 minutes. He arrives 1/2 hour  later. He's a very nice guy, but completely overworked trying to manage his different resorts, one in Maspalomas.  With a big smile, he quickly swiped my credit card, gave me the wifi code and said he'll be back soon with my invoice and all the info I need.
2) The ""restaurant""- I paid for half board and the owner said that when he comes back, he'll give me the menu. This was the beginning of a bad movie. The ""restaurant"" is a breakfast room with 6 tables (note: the breakfast looks nothing like the pictures) and I asked him if I would be eating there. He quickly ignored the question and told me he will be back soon.",Bad
"It is like very cheap hostel, where you hear every sound, so.... It is like very cheap hostel, where you hear every sound, so with loud drunk people you cannot sleep. Wifi is working only at reception,  and room was very simple - for the price I experienced better services.",Bad
"It was a typical hotel where they want to fleece you when.... It was a typical hotel where they want to fleece you when you arrive had to pay for wifi,tv etc",Bad
It was an ideal base for us for two days. No air condition was clean but could really do with a revamp brought up to date,Bad
"It was ok but I would not go back. -Brown smelly towels, very old Over used .
-Grey bed sheets that were over used with marks on.
-The named sofa bed was not actually a sofa bed it was just a sofa that couldn't bend...
- We saw a cockroach in the kitchen sink..
- Internet is not provided you pay separately but then it does not connect you have to keep entering password and super slow.
- Partment 13 is near busy main road so there is noise from big vehicles passing ...
- No microwave, yet the place is advertised as an apartment with everything.
- Old coffee maker which is  so slow to make cofffee..
- no kettle provided to boil water.
- Electric sockets not working . Sometimes they would and other times are off..
- Shower head and taps were old nearly falling off..
- Boiler hot water was not enough for three people, we had to wait to heat more water to have a shower.
- The manager seems moody and not welcoming but staff is very nice, chatty and welcoming and listening ..",Bad
"It was very much Fawlty Towers in Cell block H. Where do you start, this hotel is not a 4 star hotel , maybe a basic 2 star. It has more of a council block look about it. the hotel requires a complete refurbishment, its drab, dated and no atmosphere.
Only one electric socket in bedroom worked, and one in the living area, lots of electric light switches but finding the one that actually operated the lights was an endurance test every night.
Drinks were served in plastic cups, that looked as though they had been supplied by the local dentist. As for all inclusive.. every drink we asked for they were chargeable. cocktails only two were free, already made in a machine, and the bar staff well not very happy when asked to make fresh ones.
The swimming pool was like Gods waiting room, no music and no atmosphere and certainly cold.
As for entertainment, well that was supplied by the guests and the amount of stag parties.
Food fine, but sometimes the chefs couldn't tell you if you were eating pork or  beef.
Not somewhere I would recommend to anyone",Bad
"It's cheap for a reason!. The whole hotel was extremely tired, the barman was the grumpiest old man alive, don't ask him for a coffee in a cup accept the paper ones.",Bad
Just average. The apartment facilities were basic. Towels had seen better days. Bed uncomfortable and apartment wasn'tcleaned properly. There was still dirt on balcony that had been there for 3 days.,Bad
"Just the once, please. The appartment looked like living quarters from the 70's, I was never lonely though. Ants and cockroaches kept me company",Bad
"large rooms, kitchen facilities.. Location, charges for tv and wi-fi. The rooms are in need of a lot of TLC [loose floor tiles] shabby bed covers,large damp patches over bath. Pathetic fitness room and heated swimming pool the size of household bath.",Bad
"location. room, shared shower / toilet, which was cleaned at 9am. Bed sheets had holes and the towel was threadbare",Bad
